,id,name,acronym,hexcolor,level,parent,order
2000,-560581551,Ethmoid nucleus of the thalamus (left),Eth,#ff909f,7,-138.0,672
2001,-560581555,Retroethmoid nucleus (left),REth,#ff909f,7,-138.0,673
2002,-239,Anterior group of the dorsal thalamus (left),ATN,#ff909f,6,-856.0,674
2003,-255,Anteroventral nucleus of thalamus (left),AV,#ff909f,7,-239.0,675
2004,-127,Anteromedial nucleus (left),AM,#ff909f,7,-239.0,676
2005,-1096,Anteromedial nucleus dorsal part (left),AMd,#ff909f,8,-127.0,677
2006,-1104,Anteromedial nucleus ventral part (left),AMv,#ff909f,8,-127.0,678
2007,-64,Anterodorsal nucleus (left),AD,#ff909f,7,-239.0,679
2008,-1120,Interanteromedial nucleus of the thalamus (left),IAM,#ff909f,7,-239.0,680
2009,-1113,Interanterodorsal nucleus of the thalamus (left),IAD,#ff909f,7,-239.0,681
2010,-155,Lateral dorsal nucleus of thalamus (left),LD,#ff909f,7,-239.0,682
2011,-444,Medial group of the dorsal thalamus (left),MED,#ff909f,6,-856.0,683
2012,-59,Intermediodorsal nucleus of the thalamus (left),IMD,#ff909f,7,-444.0,684
2013,-362,Mediodorsal nucleus of thalamus (left),MD,#ff909f,7,-444.0,685
2014,-617,Mediodorsal nucleus of the thalamus central part (left),MDc,#ff909f,8,-362.0,686
2015,-626,Mediodorsal nucleus of the thalamus lateral part (left),MDl,#ff909f,8,-362.0,687
2016,-636,Mediodorsal nucleus of the thalamus medial part (left),MDm,#ff909f,8,-362.0,688
2017,-366,Submedial nucleus of the thalamus (left),SMT,#ff909f,7,-444.0,689
2018,-1077,Perireunensis nucleus (left),PR,#ff909f,7,-444.0,690
2019,-571,Midline group of the dorsal thalamus (left),MTN,#ff909f,6,-856.0,691
2020,-149,Paraventricular nucleus of the thalamus (left),PVT,#ff909f,7,-571.0,692
2021,-15,Parataenial nucleus (left),PT,#ff909f,7,-571.0,693
2022,-181,Nucleus of reuniens (left),RE,#ff909f,7,-571.0,694
2023,-560581559,Xiphoid thalamic nucleus (left),Xi,#ff909f,7,-571.0,695
2024,-51,Intralaminar nuclei of the dorsal thalamus (left),ILM,#ff909f,6,-856.0,696
2025,-189,Rhomboid nucleus (left),RH,#ff909f,7,-51.0,697
2026,-599,Central medial nucleus of the thalamus (left),CM,#ff909f,7,-51.0,698
2027,-907,Paracentral nucleus (left),PCN,#ff909f,7,-51.0,699
2028,-575,Central lateral nucleus of the thalamus (left),CL,#ff909f,7,-51.0,700
2029,-930,Parafascicular nucleus (left),PF,#ff909f,7,-51.0,701
2030,-560581563,Posterior intralaminar thalamic nucleus (left),PIL,#ff909f,7,-51.0,702
2031,-262,Reticular nucleus of the thalamus (left),RT,#ff909f,6,-856.0,703
2032,-1014,Geniculate group ventral thalamus (left),GENv,#ff909f,6,-856.0,704
2033,-27,Intergeniculate leaflet of the lateral geniculate complex (left),IGL,#ff909f,7,-1014.0,705
2034,-563807439,Intermediate geniculate nucleus (left),IntG,#ff909f,7,-1014.0,706
2035,-178,Ventral part of the lateral geniculate complex (left),LGv,#ff909f,7,-1014.0,707
2036,-300,Ventral part of the lateral geniculate complex lateral zone (left),LGvl,#ff909f,8,-178.0,708
2037,-316,Ventral part of the lateral geniculate complex medial zone (left),LGvm,#ff909f,8,-178.0,709
2038,-321,Subgeniculate nucleus (left),SubG,#ff909f,7,-1014.0,710
2039,-958,Epithalamus (left),EPI,#ff909f,6,-856.0,711
2040,-483,Medial habenula (left),MH,#ff909f,7,-958.0,712
2041,-186,Lateral habenula (left),LH,#ff909f,7,-958.0,713
2042,-953,Pineal body (left),PIN,#ff909f,7,-958.0,714
2043,-1097,Hypothalamus (left),HY,#e64438,4,-1129.0,715
2044,-157,Periventricular zone (left),PVZ,#ff5d50,5,-1097.0,716
2045,-390,Supraoptic nucleus (left),SO,#ff5d50,6,-157.0,717
2046,-332,Accessory supraoptic group (left),ASO,#ff5d50,6,-157.0,718
2047,-432,Nucleus circularis (left),NC,#ff5d50,7,-332.0,719
2048,-38,Paraventricular hypothalamic nucleus (left),PVH,#ff5d50,6,-157.0,720
2049,-71,Paraventricular hypothalamic nucleus magnocellular division (left),PVHm,#ff5d50,7,-38.0,721
2050,-47,Paraventricular hypothalamic nucleus magnocellular division anterior magnocellular part (left),PVHam,#ff5d50,8,-71.0,722
2051,-79,Paraventricular hypothalamic nucleus magnocellular division medial magnocellular part (left),PVHmm,#ff5d50,8,-71.0,723
2052,-103,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part (left),PVHpm,#ff5d50,8,-71.0,724
2053,-652,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone (left),PVHpml,#ff5d50,9,-103.0,725
2054,-660,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone (left),PVHpmm,#ff5d50,9,-103.0,726
2055,-94,Paraventricular hypothalamic nucleus parvicellular division (left),PVHp,#ff5d50,7,-38.0,727
2056,-55,Paraventricular hypothalamic nucleus parvicellular division anterior parvicellular part (left),PVHap,#ff5d50,8,-94.0,728
2057,-87,Paraventricular hypothalamic nucleus parvicellular division medial parvicellular part dorsal zone (left),PVHmpd,#ff5d50,8,-94.0,729
2058,-110,Paraventricular hypothalamic nucleus parvicellular division periventricular part (left),PVHpv,#ff5d50,8,-94.0,730
2059,-30,Periventricular hypothalamic nucleus anterior part (left),PVa,#ff5d50,6,-157.0,731
2060,-118,Periventricular hypothalamic nucleus intermediate part (left),PVi,#ff5d50,6,-157.0,732
2061,-223,Arcuate hypothalamic nucleus (left),ARH,#ff5d50,6,-157.0,733
2062,-141,Periventricular region (left),PVR,#ff5547,5,-1097.0,734
2063,-72,Anterodorsal preoptic nucleus (left),ADP,#ff5547,6,-141.0,735
2064,-80,Anterior hypothalamic area (left),AHA,#ff5547,6,-141.0,736
2065,-263,Anteroventral preoptic nucleus (left),AVP,#ff5547,6,-141.0,737
2066,-272,Anteroventral periventricular nucleus (left),AVPV,#ff5547,6,-141.0,738
2067,-830,Dorsomedial nucleus of the hypothalamus (left),DMH,#ff5547,6,-141.0,739
2068,-668,Dorsomedial nucleus of the hypothalamus anterior part (left),DMHa,#ff5547,7,-830.0,740
2069,-676,Dorsomedial nucleus of the hypothalamus posterior part (left),DMHp,#ff5547,7,-830.0,741
2070,-684,Dorsomedial nucleus of the hypothalamus ventral part (left),DMHv,#ff5547,7,-830.0,742
2071,-452,Median preoptic nucleus (left),MEPO,#ff5547,6,-141.0,743
2072,-523,Medial preoptic area (left),MPO,#ff5547,6,-141.0,744
2073,-763,Vascular organ of the lamina terminalis (left),OV,#ff5547,6,-141.0,745
2074,-914,Posterodorsal preoptic nucleus (left),PD,#ff5547,6,-141.0,746
2075,-1109,Parastrial nucleus (left),PS,#ff5547,6,-141.0,747
2076,-1124,Suprachiasmatic preoptic nucleus (left),PSCH,#ff5547,6,-141.0,748
2077,-126,Periventricular hypothalamic nucleus posterior part (left),PVp,#ff5547,6,-141.0,749
2078,-133,Periventricular hypothalamic nucleus preoptic part (left),PVpo,#ff5547,6,-141.0,750
2079,-347,Subparaventricular zone (left),SBPV,#ff5547,6,-141.0,751
2080,-286,Suprachiasmatic nucleus (left),SCH,#ff5547,6,-141.0,752
2081,-338,Subfornical organ (left),SFO,#ff5547,6,-141.0,753
2082,-576073699,Ventromedial preoptic nucleus (left),VMPO,#ff5547,6,-141.0,754
2083,-689,Ventrolateral preoptic nucleus (left),VLPO,#ff5547,6,-141.0,755
2084,-467,Hypothalamic medial zone (left),MEZ,#ff4c3e,5,-1097.0,756
2085,-88,Anterior hypothalamic nucleus (left),AHN,#ff4c3e,6,-467.0,757
2086,-700,Anterior hypothalamic nucleus anterior part (left),AHNa,#ff4c3e,7,-88.0,758
2087,-708,Anterior hypothalamic nucleus central part (left),AHNc,#ff4c3e,7,-88.0,759
2088,-716,Anterior hypothalamic nucleus dorsal part (left),AHNd,#ff4c3e,7,-88.0,760
2089,-724,Anterior hypothalamic nucleus posterior part (left),AHNp,#ff4c3e,7,-88.0,761
2090,-331,Mammillary body (left),MBO,#ff4c3e,6,-467.0,762
2091,-210,Lateral mammillary nucleus (left),LM,#ff4c3e,7,-331.0,763
2092,-491,Medial mammillary nucleus (left),MM,#ff4c3e,7,-331.0,764
2093,-732,Medial mammillary nucleus median part (left),Mmme,#ff4c3e,8,-491.0,765
2094,-606826647,Medial mammillary nucleus lateral part (left),Mml,#ff4c3e,8,-491.0,766
2095,-606826651,Medial mammillary nucleus medial part (left),Mmm,#ff4c3e,8,-491.0,767
2096,-606826655,Medial mammillary nucleus posterior part (left),Mmp,#ff4c3e,8,-491.0,768
2097,-606826659,Medial mammillary nucleus dorsal part (left),Mmd,#ff4c3e,8,-491.0,769
2098,-525,Supramammillary nucleus (left),SUM,#ff4c3e,7,-331.0,770
2099,-1110,Supramammillary nucleus lateral part (left),SUMl,#ff4c3e,8,-525.0,771
2100,-1118,Supramammillary nucleus medial part (left),SUMm,#ff4c3e,8,-525.0,772
2101,-557,Tuberomammillary nucleus (left),TM,#ff4c3e,7,-331.0,773
2102,-1126,Tuberomammillary nucleus dorsal part (left),TMd,#ff4c3e,8,-557.0,774
2103,-1,Tuberomammillary nucleus ventral part (left),TMv,#ff4c3e,8,-557.0,775
2104,-515,Medial preoptic nucleus (left),MPN,#ff4c3e,6,-467.0,776
2105,-740,Medial preoptic nucleus central part (left),MPNc,#ff4c3e,7,-515.0,777
2106,-748,Medial preoptic nucleus lateral part (left),MPNl,#ff4c3e,7,-515.0,778
2107,-756,Medial preoptic nucleus medial part (left),MPNm,#ff4c3e,7,-515.0,779
2108,-980,Dorsal premammillary nucleus (left),PMd,#ff4c3e,6,-467.0,780
2109,-1004,Ventral premammillary nucleus (left),PMv,#ff4c3e,6,-467.0,781
2110,-63,Paraventricular hypothalamic nucleus descending division (left),PVHd,#ff4c3e,6,-467.0,782
2111,-439,Paraventricular hypothalamic nucleus descending division dorsal parvicellular part (left),PVHdp,#ff4c3e,7,-63.0,783
2112,-447,Paraventricular hypothalamic nucleus descending division forniceal part (left),PVHf,#ff4c3e,7,-63.0,784
2113,-455,Paraventricular hypothalamic nucleus descending division lateral parvicellular part (left),PVHlp,#ff4c3e,7,-63.0,785
2114,-464,Paraventricular hypothalamic nucleus descending division medial parvicellular part ventral zone (left),PVHmpv,#ff4c3e,7,-63.0,786
2115,-693,Ventromedial hypothalamic nucleus (left),VMH,#ff4c3e,6,-467.0,787
2116,-761,Ventromedial hypothalamic nucleus anterior part (left),VMHa,#ff4c3e,7,-693.0,788
2117,-769,Ventromedial hypothalamic nucleus central part (left),VMHc,#ff4c3e,7,-693.0,789
2118,-777,Ventromedial hypothalamic nucleus dorsomedial part (left),VMHdm,#ff4c3e,7,-693.0,790
2119,-785,Ventromedial hypothalamic nucleus ventrolateral part (left),VMHvl,#ff4c3e,7,-693.0,791
2120,-946,Posterior hypothalamic nucleus (left),PH,#ff4c3e,6,-467.0,792
2121,-290,Hypothalamic lateral zone (left),LZ,#f2483b,5,-1097.0,793
2122,-194,Lateral hypothalamic area (left),LHA,#f2483b,6,-290.0,794
2123,-226,Lateral preoptic area (left),LPO,#f2483b,6,-290.0,795
2124,-356,Preparasubthalamic nucleus (left),PST,#f2483b,6,-290.0,796
2125,-364,Parasubthalamic nucleus (left),PSTN,#f2483b,6,-290.0,797
2126,-576073704,Perifornical nucleus (left),PeF,#f2483b,6,-290.0,798
2127,-173,Retrochiasmatic area (left),RCH,#f2483b,6,-290.0,799
2128,-470,Subthalamic nucleus (left),STN,#f2483b,6,-290.0,800
2129,-614,Tuberal nucleus (left),TU,#f2483b,6,-290.0,801
2130,-797,Zona incerta (left),ZI,#f2483b,6,-290.0,802
2131,-796,Dopaminergic A13 group (left),A13,#f2483b,7,-797.0,803
2132,-804,Fields of Forel (left),FF,#f2483b,7,-797.0,804
2133,-10671,Median eminence (left),ME,#f2483b,5,-1097.0,805
2134,-313,Midbrain (left),MB,#ff64ff,3,-343.0,806
2135,-339,Midbrain sensory related (left),MBsen,#ff7aff,4,-313.0,807
2136,-302,Superior colliculus sensory related (left),SCs,#ff7aff,5,-339.0,808
2137,-851,Superior colliculus optic layer (left),SCop,#ff7aff,6,-302.0,809
2138,-842,Superior colliculus superficial gray layer (left),SCsg,#ff7aff,6,-302.0,810
2139,-834,Superior colliculus zonal layer (left),SCzo,#ff7aff,6,-302.0,811
2140,-4,Inferior colliculus (left),IC,#ff7aff,5,-339.0,812
2141,-811,Inferior colliculus central nucleus (left),ICc,#ff7aff,6,-4.0,813
2142,-820,Inferior colliculus dorsal nucleus (left),ICd,#ff7aff,6,-4.0,814
2143,-828,Inferior colliculus external nucleus (left),ICe,#ff7aff,6,-4.0,815
2144,-580,Nucleus of the brachium of the inferior colliculus (left),NB,#ff7aff,5,-339.0,816
2145,-271,Nucleus sagulum (left),SAG,#ff7aff,5,-339.0,817
2146,-874,Parabigeminal nucleus (left),PBG,#ff7aff,5,-339.0,818
2147,-460,Midbrain trigeminal nucleus (left),MEV,#ff7aff,5,-339.0,819
2148,-599626923,Subcommissural organ (left),SCO,#ff7aff,5,-339.0,820
2149,-323,Midbrain motor related (left),MBmot,#ff90ff,4,-313.0,821
2150,-381,Substantia nigra reticular part (left),SNr,#ff90ff,5,-323.0,822
2151,-749,Ventral tegmental area (left),VTA,#ff90ff,5,-323.0,823
2152,-607344830,Paranigral nucleus (left),PN,#ff90ff,5,-323.0,824
2153,-246,Midbrain reticular nucleus retrorubral area (left),RR,#ff90ff,5,-323.0,825
2154,-128,Midbrain reticular nucleus (left),MRN,#ff90ff,5,-323.0,826
2155,-539,Midbrain reticular nucleus magnocellular part (left),MRNm,#ff90ff,6,-128.0,827
2156,-548,Midbrain reticular nucleus magnocellular part general (left),MRNmg,#ff90ff,6,-128.0,828
2157,-555,Midbrain reticular nucleus parvicellular part (left),MRNp,#ff90ff,6,-128.0,829
2158,-294,Superior colliculus motor related (left),SCm,#ff90ff,5,-323.0,830
2159,-26,Superior colliculus motor related deep gray layer (left),SCdg,#ff90ff,6,-294.0,831
2160,-42,Superior colliculus motor related deep white layer (left),SCdw,#ff90ff,6,-294.0,832
2161,-17,Superior colliculus motor related intermediate white layer (left),SCiw,#ff90ff,6,-294.0,833
2162,-10,Superior colliculus motor related intermediate gray layer (left),SCig,#ff90ff,6,-294.0,834
2163,-494,Superior colliculus motor related intermediate gray layer sublayer a (left),SCig-a,#ff90ff,7,-10.0,835
2164,-503,Superior colliculus motor related intermediate gray layer sublayer b (left),SCig-b,#ff90ff,7,-10.0,836
2165,-511,Superior colliculus motor related intermediate gray layer sublayer c (left),SCig-c,#ff90ff,7,-10.0,837
2166,-795,Periaqueductal gray (left),PAG,#ff90ff,5,-323.0,838
2167,-50,Precommissural nucleus (left),PRC,#ff90ff,6,-795.0,839
2168,-67,Interstitial nucleus of Cajal (left),INC,#ff90ff,6,-795.0,840
2169,-587,Nucleus of Darkschewitsch (left),ND,#ff90ff,6,-795.0,841
2170,-614454277,Supraoculomotor periaqueductal gray (left),Su3,#ff90ff,6,-795.0,842
2171,-1100,Pretectal region (left),PRT,#ff90ff,5,-323.0,843
2172,-215,Anterior pretectal nucleus (left),APN,#ff90ff,6,-1100.0,844
2173,-531,Medial pretectal area (left),MPT,#ff90ff,6,-1100.0,845
2174,-628,Nucleus of the optic tract (left),NOT,#ff90ff,6,-1100.0,846
2175,-634,Nucleus of the posterior commissure (left),NPC,#ff90ff,6,-1100.0,847
2176,-706,Olivary pretectal nucleus (left),OP,#ff90ff,6,-1100.0,848
2177,-1061,Posterior pretectal nucleus (left),PPT,#ff90ff,6,-1100.0,849
2178,-549009203,Retroparafascicular nucleus (left),RPF,#ff90ff,6,-1100.0,850
2179,-549009207,Intercollicular nucleus (left),InCo,#ff90ff,5,-323.0,851
2180,-616,Cuneiform nucleus (left),CUN,#ff90ff,5,-323.0,852
2181,-214,Red nucleus (left),RN,#ff90ff,5,-323.0,853
2182,-35,Oculomotor nucleus (left),III,#ff90ff,5,-323.0,854
2183,-549009211,Medial accesory oculomotor nucleus (left),MA3,#ff90ff,5,-323.0,855
2184,-975,Edinger-Westphal nucleus (left),EW,#ff90ff,5,-323.0,856
2185,-115,Trochlear nucleus (left),IV,#ff90ff,5,-323.0,857
2186,-606826663,Paratrochlear nucleus (left),Pa4,#ff90ff,5,-323.0,858
2187,-757,Ventral tegmental nucleus (left),VTN,#ff90ff,5,-323.0,859
2188,-231,Anterior tegmental nucleus (left),AT,#ff90ff,5,-323.0,860
2189,-66,Lateral terminal nucleus of the accessory optic tract (left),LT,#ff90ff,5,-323.0,861
2190,-75,Dorsal terminal nucleus of the accessory optic tract (left),DT,#ff90ff,5,-323.0,862
2191,-58,Medial terminal nucleus of the accessory optic tract (left),MT,#ff90ff,5,-323.0,863
2192,-615,Substantia nigra lateral part (left),SNl,#ff90ff,5,-323.0,864
2193,-348,Midbrain behavioral state related (left),MBsta,#ff90ff,4,-313.0,865
2194,-374,Substantia nigra compact part (left),SNc,#ffa6ff,5,-348.0,866
2195,-1052,Pedunculopontine nucleus (left),PPN,#ffa6ff,5,-348.0,867
2196,-165,Midbrain raphe nuclei (left),RAmb,#ffa6ff,5,-348.0,868
2197,-12,Interfascicular nucleus raphe (left),IF,#ffa6ff,6,-165.0,869
2198,-100,Interpeduncular nucleus (left),IPN,#ffa6ff,6,-165.0,870
2199,-607344834,Interpeduncular nucleus rostral (left),IPR,#ffa6ff,7,-100.0,871
2200,-607344838,Interpeduncular nucleus caudal (left),IPC,#ffa6ff,7,-100.0,872
2201,-607344842,Interpeduncular nucleus apical (left),IPA,#ffa6ff,7,-100.0,873
2202,-607344846,Interpeduncular nucleus lateral (left),IPL,#ffa6ff,7,-100.0,874
2203,-607344850,Interpeduncular nucleus intermediate (left),IPI,#ffa6ff,7,-100.0,875
2204,-607344854,Interpeduncular nucleus dorsomedial (left),IPDM,#ffa6ff,7,-100.0,876
2205,-607344858,Interpeduncular nucleus dorsolateral (left),IPDL,#ffa6ff,7,-100.0,877
2206,-607344862,Interpeduncular nucleus rostrolateral (left),IPRL,#ffa6ff,7,-100.0,878
2207,-197,Rostral linear nucleus raphe (left),RL,#ffa6ff,6,-165.0,879
2208,-591,Central linear nucleus raphe (left),CLI,#ffa6ff,6,-165.0,880
2209,-872,Dorsal nucleus raphe (left),DR,#ffa6ff,6,-165.0,881
2210,-1065,Hindbrain (left),HB,#ff9b88,3,-343.0,882
2211,-771,Pons (left),P,#ff9b88,4,-1065.0,883
2212,-1132,Pons sensory related (left),P-sen,#ffae6f,5,-771.0,884
2213,-612,Nucleus of the lateral lemniscus (left),NLL,#ffae6f,6,-1132.0,885
2214,-82,Nucleus of the lateral lemniscus dorsal part (left),NLLd,#ffae6f,7,-612.0,886
2215,-90,Nucleus of the lateral lemniscus horizontal part (left),NLLh,#ffae6f,7,-612.0,887
2216,-99,Nucleus of the lateral lemniscus ventral part (left),NLLv,#ffae6f,7,-612.0,888
2217,-7,Principal sensory nucleus of the trigeminal (left),PSV,#ffae6f,6,-1132.0,889
2218,-867,Parabrachial nucleus (left),PB,#ffae6f,6,-1132.0,890
2219,-123,Koelliker-Fuse subnucleus (left),KF,#ffae6f,7,-867.0,891
2220,-881,Parabrachial nucleus lateral division (left),PBl,#ffae6f,7,-867.0,892
2221,-860,Parabrachial nucleus lateral division central lateral part (left),PBlc,#ffae6f,8,-881.0,893
2222,-868,Parabrachial nucleus lateral division dorsal lateral part (left),PBld,#ffae6f,8,-881.0,894
2223,-875,Parabrachial nucleus lateral division external lateral part (left),PBle,#ffae6f,8,-881.0,895
2224,-883,Parabrachial nucleus lateral division superior lateral part (left),PBls,#ffae6f,8,-881.0,896
2225,-891,Parabrachial nucleus lateral division ventral lateral part (left),PBlv,#ffae6f,8,-881.0,897
2226,-890,Parabrachial nucleus medial division (left),PBm,#ffae6f,7,-867.0,898
2227,-899,Parabrachial nucleus medial division external medial part (left),PBme,#ffae6f,8,-890.0,899
2228,-915,Parabrachial nucleus medial division medial medial part (left),PBmm,#ffae6f,8,-890.0,900
2229,-923,Parabrachial nucleus medial division ventral medial part (left),PBmv,#ffae6f,8,-890.0,901
2230,-398,Superior olivary complex (left),SOC,#ffae6f,6,-1132.0,902
2231,-122,Superior olivary complex periolivary region (left),POR,#ffae6f,7,-398.0,903
2232,-105,Superior olivary complex medial part (left),SOCm,#ffae6f,7,-398.0,904
2233,-114,Superior olivary complex lateral part (left),SOCl,#ffae6f,7,-398.0,905
2234,-987,Pons motor related (left),P-mot,#ffba86,5,-771.0,906
2235,-280,Barrington's nucleus (left),B,#ffba86,6,-987.0,907
2236,-880,Dorsal tegmental nucleus (left),DTN,#ffba86,6,-987.0,908
2237,-283,Lateral tegmental nucleus (left),LTN,#ffba86,6,-987.0,909
2238,-599626927,Posterodorsal tegmental nucleus (left),PDTg,#ffba86,6,-987.0,910
2239,-898,Pontine central gray (left),PCG,#ffba86,6,-987.0,911
2240,-931,Pontine gray (left),PG,#ffba86,6,-987.0,912
2241,-1093,Pontine reticular nucleus caudal part (left),PRNc,#ffba86,6,-987.0,913
2242,-552,Pontine reticular nucleus ventral part (left),PRNv,#ffba86,6,-987.0,914
2243,-318,Supragenual nucleus (left),SG,#ffba86,6,-987.0,915
2244,-462,Superior salivatory nucleus (left),SSN,#ffba86,6,-987.0,916
2245,-534,Supratrigeminal nucleus (left),SUT,#ffba86,6,-987.0,917
2246,-574,Tegmental reticular nucleus (left),TRN,#ffba86,6,-987.0,918
2247,-621,Motor nucleus of trigeminal (left),V,#ffba86,6,-987.0,919
2248,-549009215,Peritrigeminal zone (left),P5,#ffba86,6,-987.0,920
2249,-549009219,Accessory trigeminal nucleus (left),Acs5,#ffba86,6,-987.0,921
2250,-549009223,Parvicellular motor 5 nucleus (left),PC5,#ffba86,6,-987.0,922
2251,-549009227,Intertrigeminal nucleus (left),I5,#ffba86,6,-987.0,923
2252,-1117,Pons behavioral state related (left),P-sat,#ffc395,5,-771.0,924
2253,-679,Superior central nucleus raphe (left),CS,#ffc395,6,-1117.0,925
2254,-137,Superior central nucleus raphe lateral part (left),CSl,#ffc395,7,-679.0,926
2255,-130,Superior central nucleus raphe medial part (left),CSm,#ffc395,7,-679.0,927
2256,-147,Locus ceruleus (left),LC,#ffc395,6,-1117.0,928
2257,-162,Laterodorsal tegmental nucleus (left),LDT,#ffc395,6,-1117.0,929
2258,-604,Nucleus incertus (left),NI,#ffc395,6,-1117.0,930
2259,-146,Pontine reticular nucleus (left),PRNr,#ffc395,6,-1117.0,931
2260,-238,Nucleus raphe pontis (left),RPO,#ffc395,6,-1117.0,932
2261,-350,Subceruleus nucleus (left),SLC,#ffc395,6,-1117.0,933
2262,-358,Sublaterodorsal nucleus (left),SLD,#ffc395,6,-1117.0,934
2263,-354,Medulla (left),MY,#ff9bcd,4,-1065.0,935
2264,-386,Medulla sensory related (left),MY-sen,#ffa5d2,5,-354.0,936
2265,-207,Area postrema (left),AP,#ffa5d2,6,-386.0,937
2266,-607,Cochlear nuclei (left),CN,#ffa5d2,6,-386.0,938
2267,-112,Granular lamina of the cochlear nuclei (left),CNlam,#ffa5d2,7,-607.0,939
2268,-560,Cochlear nucleus subpedunclular granular region (left),CNspg,#ffa5d2,7,-607.0,940
2269,-96,Dorsal cochlear nucleus (left),DCO,#ffa5d2,7,-607.0,941
2270,-101,Ventral cochlear nucleus (left),VCO,#ffa5d2,7,-607.0,942
2271,-720,Dorsal column nuclei (left),DCN,#ffa5d2,6,-386.0,943
2272,-711,Cuneate nucleus (left),CU,#ffa5d2,7,-720.0,944
2273,-1039,Gracile nucleus (left),GR,#ffa5d2,7,-720.0,945
2274,-903,External cuneate nucleus (left),ECU,#ffa5d2,6,-386.0,946
2275,-642,Nucleus of the trapezoid body (left),NTB,#ffa5d2,6,-386.0,947
2276,-651,Nucleus of the solitary tract (left),NTS,#ffa5d2,6,-386.0,948
2277,-659,Nucleus of the solitary tract central part (left),NTSce,#ffa5d2,7,-651.0,949
2278,-666,Nucleus of the solitary tract commissural part (left),NTSco,#ffa5d2,7,-651.0,950
2279,-674,Nucleus of the solitary tract gelatinous part (left),NTSge,#ffa5d2,7,-651.0,951
2280,-682,Nucleus of the solitary tract lateral part (left),NTSl,#ffa5d2,7,-651.0,952
2281,-691,Nucleus of the solitary tract medial part (left),NTSm,#ffa5d2,7,-651.0,953
2282,-429,Spinal nucleus of the trigeminal caudal part (left),SPVC,#ffa5d2,6,-386.0,954
2283,-437,Spinal nucleus of the trigeminal interpolar part (left),SPVI,#ffa5d2,6,-386.0,955
2284,-445,Spinal nucleus of the trigeminal oral part (left),SPVO,#ffa5d2,6,-386.0,956
2285,-77,Spinal nucleus of the trigeminal oral part caudal dorsomedial part (left),SPVOcdm,#ffa5d2,7,-445.0,957
2286,-53,Spinal nucleus of the trigeminal oral part middle dorsomedial part dorsal zone (left),SPVOmdmd,#ffa5d2,7,-445.0,958
2287,-61,Spinal nucleus of the trigeminal oral part middle dorsomedial part ventral zone (left),SPVOmdmv,#ffa5d2,7,-445.0,959
2288,-45,Spinal nucleus of the trigeminal oral part rostral dorsomedial part (left),SPVOrdm,#ffa5d2,7,-445.0,960
2289,-69,Spinal nucleus of the trigeminal oral part ventrolateral part (left),SPVOvl,#ffa5d2,7,-445.0,961
2290,-589508451,Paratrigeminal nucleus (left),Pa5,#ffa5d2,6,-386.0,962
2291,-789,Nucleus z (left),z,#ffa5d2,6,-386.0,963
2292,-370,Medulla motor related (left),MY-mot,#ffb3d9,5,-354.0,964
2293,-653,Abducens nucleus (left),VI,#ffb3d9,6,-370.0,965
2294,-568,Accessory abducens nucleus (left),ACVI,#ffb3d9,6,-370.0,966
2295,-661,Facial motor nucleus (left),VII,#ffb3d9,6,-370.0,967
2296,-576,Accessory facial motor nucleus (left),ACVII,#ffb3d9,6,-370.0,968
2297,-640,Efferent vestibular nucleus (left),EV,#ffb3d9,6,-370.0,969
2298,-135,Nucleus ambiguus (left),AMB,#ffb3d9,6,-370.0,970
2299,-939,Nucleus ambiguus dorsal division (left),AMBd,#ffb3d9,7,-135.0,971
2300,-143,Nucleus ambiguus ventral division (left),AMBv,#ffb3d9,7,-135.0,972
2301,-839,Dorsal motor nucleus of the vagus nerve (left),DMX,#ffb3d9,6,-370.0,973
2302,-887,Efferent cochlear group (left),ECO,#ffb3d9,6,-370.0,974
2303,-1048,Gigantocellular reticular nucleus (left),GRN,#ffb3d9,6,-370.0,975
2304,-372,Infracerebellar nucleus (left),ICB,#ffb3d9,6,-370.0,976
2305,-83,Inferior olivary complex (left),IO,#ffb3d9,6,-370.0,977
2306,-136,Intermediate reticular nucleus (left),IRN,#ffb3d9,6,-370.0,978
2307,-106,Inferior salivatory nucleus (left),ISN,#ffb3d9,6,-370.0,979
2308,-203,Linear nucleus of the medulla (left),LIN,#ffb3d9,6,-370.0,980
2309,-235,Lateral reticular nucleus (left),LRN,#ffb3d9,6,-370.0,981
2310,-955,Lateral reticular nucleus magnocellular part (left),LRNm,#ffb3d9,7,-235.0,982
2311,-963,Lateral reticular nucleus parvicellular part (left),LRNp,#ffb3d9,7,-235.0,983
2312,-307,Magnocellular reticular nucleus (left),MARN,#ffb3d9,6,-370.0,984
2313,-395,Medullary reticular nucleus (left),MDRN,#ffb3d9,6,-370.0,985
2314,-1098,Medullary reticular nucleus dorsal part (left),MDRNd,#ffb3d9,7,-395.0,986
2315,-1107,Medullary reticular nucleus ventral part (left),MDRNv,#ffb3d9,7,-395.0,987
2316,-852,Parvicellular reticular nucleus (left),PARN,#ffb3d9,6,-370.0,988
2317,-859,Parasolitary nucleus (left),PAS,#ffb3d9,6,-370.0,989
2318,-938,Paragigantocellular reticular nucleus (left),PGRN,#ffb3d9,6,-370.0,990
